order_date,sales,year,month,day,day_of_week,is_weekend,lag_1,lag_7,lag_30,rolling_mean_7,rolling_mean_30
2014-10-16,194.322,2014,10,16,3,0,206.72400000000002,1855.2279999999998,33.552,1680.5699999999993,1991.21776
2014-10-17,136.068,2014,10,17,4,0,194.322,2049.386,820.523,1407.2388571428564,1968.4025933333335
2014-10-18,3134.916,2014,10,18,5,1,136.068,2002.556,0.0,1569.0045714285704,2072.8997933333335
2014-10-19,641.104,2014,10,19,6,1,3134.916,573.336,9338.637,1578.6857142857136,1782.9820266666668
2014-10-20,1501.104,2014,10,20,0,0,641.104,2212.182,5335.968000000001,1477.103142857142,1655.1532266666666
2014-10-21,1356.602,2014,10,21,1,0,1501.104,4525.484,2679.652,1024.4057142857134,1611.05156
2014-10-22,223.808,2014,10,22,2,0,1356.602,206.72400000000002,1240.266,1026.846285714285,1577.1696266666665
2014-10-23,0.0,2014,10,23,3,0,223.808,194.322,10662.337000000001,999.0859999999992,1221.7583933333333
2014-10-24,56.49,2014,10,24,4,0,0.0,136.068,211.96,987.7177142857134,1216.5760599999999
2014-10-25,103.882,2014,10,25,5,1,56.49,3134.916,354.88880000000006,554.7128571428564,1208.2091666666668
2014-10-26,447.88,2014,10,26,6,1,103.882,641.104,1480.614,527.1094285714279,1173.7847
2014-10-27,22.32,2014,10,27,0,0,447.88,1501.104,773.4399999999999,315.85457142857064,1148.7473666666667
2014-10-28,1510.5819999999999,2014,10,28,1,0,22.32,1356.602,490.29200000000003,337.8517142857135,1182.7570333333335
2014-10-29,2813.8120000000004,2014,10,29,2,0,1510.5819999999999,223.808,8109.07,707.852285714285,1006.2484333333334
2014-10-30,0.0,2014,10,30,3,0,2813.8120000000004,0.0,987.532,707.852285714285,973.3307000000001
2014-10-31,5362.026,2014,10,31,4,0,0.0,56.49,54.83,1465.7859999999994,1150.2372333333333
2014-11-01,9.94,2014,11,1,5,1,5362.026,103.882,0.0,1452.3657142857137,1150.5685666666666
2014-11-02,2043.4,2014,11,2,6,1,9.94,447.88,741.956,1680.297142857142,1193.9500333333335
2014-11-03,918.314,2014,11,3,0,0,2043.4,22.32,0.0,1808.296285714285,1224.5605
2014-11-04,1915.24,2014,11,4,1,0,918.314,1510.5819999999999,2343.799,1866.1045714285706,1210.2752
2014-11-05,1642.802,2014,11,5,2,0,1915.24,2813.8120000000004,491.55,1698.8174285714279,1248.6502666666668
2014-11-06,0.0,2014,11,6,3,0,1642.802,0.0,0.0,1698.8174285714279,1248.6502666666668
2014-11-07,2187.206,2014,11,7,4,0,0.0,5362.026,0.0,1245.2717142857134,1321.5571333333332
2014-11-08,451.62,2014,11,8,5,1,2187.206,9.94,1855.2279999999998,1308.3688571428563,1274.7702
2014-11-09,127.95,2014,11,9,6,1,451.62,2043.4,2049.386,1034.733142857142,1210.7223333333334
2014-11-10,1381.164,2014,11,10,0,0,127.95,918.314,2002.556,1100.8545714285706,1190.0092666666667
2014-11-11,8114.548,2014,11,11,1,0,1381.164,1915.24,573.336,1986.4699999999991,1441.383
2014-11-12,0.0,2014,11,12,2,0,8114.548,1642.802,2212.182,1751.7839999999992,1367.6435999999999
2014-11-13,0.0,2014,11,13,3,0,0.0,0.0,4525.484,1751.7839999999992,1216.7941333333333
2014-11-14,1034.73,2014,11,14,4,0,0.0,2187.206,206.72400000000002,1587.1445714285705,1244.3943333333334
2014-11-15,1780.822,2014,11,15,5,1,1034.73,451.62,194.322,1777.0305714285703,1297.2776666666666
2014-11-16,1355.9285,2014,11,16,6,1,1780.822,127.95,136.068,1952.4560714285706,1337.9396833333333
2014-11-17,11544.274,2014,11,17,0,0,1355.9285,1381.164,3134.916,3404.3289285714272,1618.251616666667
2014-11-18,3406.855,2014,11,18,1,0,11544.274,8114.548,641.104,2731.8013571428564,1710.4433166666668
2014-11-19,7226.086,2014,11,19,2,0,3406.855,0.0,1501.104,3764.099357142856,1901.2760500000002
2014-11-20,907.5600000000001,2014,11,20,3,0,7226.086,0.0,1356.602,3893.750785714285,1886.3079833333331
2014-11-21,1249.622,2014,11,21,4,0,907.5600000000001,1034.73,223.808,3924.4496428571424,1920.5017833333334
2014-11-22,1103.298,2014,11,22,5,1,1249.622,1780.822,0.0,3827.660499999999,1957.2783833333333
2014-11-23,1363.28,2014,11,23,6,1,1103.298,1355.9285,56.49,3828.710714285713,2000.8380499999998
2014-11-24,5578.606,2014,11,24,0,0,1363.28,11544.274,103.882,2976.472428571428,2183.32885
2014-11-25,4415.695,2014,11,25,1,0,5578.606,3406.855,447.88,3120.592428571428,2315.58935
2014-11-26,1705.99,2014,11,26,2,0,4415.695,7226.086,22.32,2332.007285714285,2371.711683333333
2014-11-27,203.66,2014,11,27,3,0,1705.99,907.5600000000001,1510.5819999999999,2231.450142857142,2328.1476166666666
2014-11-28,2280.83,2014,11,28,4,0,203.66,1249.622,2813.8120000000004,2378.7655714285706,2310.38155
2014-11-29,649.044,2014,11,29,5,1,2280.83,1103.298,0.0,2313.872142857142,2332.0163499999994
2014-11-30,219.154,2014,11,30,6,1,649.044,1363.28,5362.026,2150.4255714285705,2160.5872833333333
2014-12-01,0.0,2014,12,1,0,0,219.154,5578.606,9.94,1353.4818571428564,2160.25595
2014-12-02,129.568,2014,12,2,1,0,0.0,4415.695,2043.4,741.1779999999992,2096.46155
2014-12-03,0.0,2014,12,3,2,0,129.568,1705.99,918.314,497.4651428571421,2065.8510833333335
2014-12-04,1912.123,2014,12,4,3,0,0.0,203.66,1915.24,741.531285714285,2065.7471833333334
2014-12-05,734.846,2014,12,5,4,0,1912.123,2280.83,1642.802,520.6764285714278,2035.4819833333333
2014-12-06,0.0,2014,12,6,5,1,734.846,649.044,0.0,427.9558571428564,2035.4819833333333
2014-12-07,1960.012,2014,12,7,6,1,0.0,219.154,2187.206,676.6498571428564,2027.90885
2014-12-08,1832.38,2014,12,8,0,0,1960.012,0.0,451.62,938.4184285714279,2073.9341833333333
2014-12-09,4904.66,2014,12,9,1,0,1832.38,129.568,127.95,1620.5744285714277,2233.15785
2014-12-10,58.53,2014,12,10,2,0,4904.66,0.0,1381.164,1628.9358571428563,2189.07005
2014-12-11,1054.7612,2014,12,11,3,0,58.53,1912.123,8114.548,1506.4555999999993,1953.7438233333335
2014-12-12,4938.4045,2014,12,12,4,0,1054.7612,734.846,0.0,2106.9639571428565,2118.357306666667
2014-12-13,293.152,2014,12,13,5,1,4938.4045,0.0,0.0,2148.8428142857133,2128.1290400000003
2014-12-14,7641.658,2014,12,14,6,1,293.152,1960.012,1034.73,2960.5065285714277,2348.359973333333
2014-12-15,1264.466,2014,12,15,0,0,7641.658,1832.38,1780.822,2879.3759571428564,2331.1481066666665
2014-12-16,4394.187,2014,12,16,1,0,1264.466,4904.66,1355.9285,2806.451242857142,2432.4233900000004
2014-12-17,45.534,2014,12,17,2,0,4394.187,58.53,11544.274,2804.5946714285706,2049.132056666667
2014-12-18,0.0,2014,12,18,3,0,45.534,1054.7612,3406.855,2653.914499999999,1935.5702233333334
2014-12-19,3436.7599999999998,2014,12,19,4,0,0.0,4938.4045,7226.086,2439.393857142856,1809.2593566666665
2014-12-20,6962.4400000000005,2014,12,20,5,1,3436.7599999999998,293.152,907.5600000000001,3392.1492857142853,2011.08869
2014-12-21,1933.44,2014,12,21,6,1,6962.4400000000005,7641.658,1249.622,2576.6895714285706,2033.8826233333334
2014-12-22,798.968,2014,12,22,0,0,1933.44,1264.466,1103.298,2510.1898571428565,2023.7382900000002
2014-12-23,942.108,2014,12,23,1,0,798.968,4394.187,1363.28,2017.0357142857135,2009.6992233333335
2014-12-24,1950.202,2014,12,24,2,0,942.108,45.534,5578.606,2289.131142857142,1888.7524233333331
2014-12-25,0.0,2014,12,25,3,0,1950.202,0.0,4415.695,2289.131142857142,1741.56259
2014-12-26,2041.414,2014,12,26,4,0,0.0,3436.7599999999998,1705.99,2089.7959999999994,1752.7433899999999
2014-12-27,2966.388,2014,12,27,5,1,2041.414,6962.4400000000005,203.66,1518.9314285714277,1844.8343233333333
2014-12-28,3732.2960000000003,2014,12,28,6,1,2966.388,1933.44,2280.83,1775.9108571428562,1893.2165233333333
2014-12-29,2072.096,2014,12,29,0,0,3732.2960000000003,798.968,649.044,1957.786285714285,1940.65159
2014-12-30,2172.6510000000003,2014,12,30,1,0,2072.096,942.108,219.154,2133.578142857142,2005.7681566666665
2014-12-31,5253.2699999999995,2014,12,31,2,0,2172.6510000000003,1950.202,0.0,2605.4449999999993,2180.8771566666665
2015-01-01,0.0,2015,1,1,3,0,5253.2699999999995,0.0,129.568,2605.4449999999993,2176.558223333333
2015-01-02,0.0,2015,1,2,4,0,0.0,2041.414,0.0,2313.8144285714275,2176.558223333333
2015-01-03,1642.1743999999999,2015,1,3,5,1,0.0,2966.388,1912.123,2124.6410571428564,2167.5599366666665
2015-01-04,0.0,2015,1,4,6,1,1642.1743999999999,3732.2960000000003,734.846,1591.455914285713,2143.06507
2015-01-05,450.94,2015,1,5,0,0,0.0,2072.096,0.0,1359.8621999999991,2158.0964033333335
2015-01-06,834.1980000000001,2015,1,6,1,0,450.94,2172.6510000000003,1960.012,1168.6546285714278,2120.56927
2015-01-07,0.0,2015,1,7,2,0,834.1980000000001,5253.2699999999995,1832.38,418.1874857142849,2059.489936666667
2015-01-08,1011.696,2015,1,8,3,0,0.0,0.0,4904.66,562.7154857142849,1929.72447
2015-01-09,2367.564,2015,1,9,4,0,1011.696,0.0,58.53,900.9389142857135,2006.69227
2015-01-10,1158.414,2015,1,10,5,1,2367.564,1642.1743999999999,1054.7612,831.830285714285,2010.1473633333333
2015-01-11,3106.1059999999998,2015,1,11,6,1,1158.414,0.0,4938.4045,1275.5597142857134,1949.0707466666668
2015-01-12,7130.594,2015,1,12,0,0,3106.1059999999998,450.94,293.152,2229.795999999999,2176.98548
2015-01-13,622.278,2015,1,13,1,0,7130.594,834.1980000000001,7641.658,2199.521714285713,1943.0061466666666
2015-01-14,0.0,2015,1,14,2,0,622.278,0.0,1264.466,2199.521714285713,1900.85728
2015-01-15,0.0,2015,1,15,3,0,0.0,1011.696,4394.187,2054.9937142857134,1754.3843799999997
2015-01-16,0.0,2015,1,16,4,0,0.0,2367.564,45.534,1716.7702857142847,1752.8665799999997
2015-01-17,350.384,2015,1,17,5,1,0.0,1158.414,0.0,1601.3374285714276,1764.5460466666666
2015-01-18,0.0,2015,1,18,6,1,350.384,3106.1059999999998,3436.7599999999998,1157.6079999999993,1649.98738
2015-01-19,301.742,2015,1,19,0,0,0.0,7130.594,6962.4400000000005,182.0577142857135,1427.9641133333332
2015-01-20,0.0,2015,1,20,1,0,301.742,622.278,1933.44,93.16085714285636,1363.5161133333334
2015-01-21,0.0,2015,1,21,2,0,0.0,0.0,798.968,93.16085714285636,1336.8838466666666
2015-01-22,0.0,2015,1,22,3,0,0.0,0.0,942.108,93.16085714285636,1305.4802466666665
2015-01-23,43.66,2015,1,23,4,0,0.0,0.0,1950.202,99.39799999999923,1241.9288466666665
2015-01-24,13.12,2015,1,24,5,1,43.66,350.384,0.0,51.21742857142779,1242.36618
2015-01-25,0.0,2015,1,25,6,1,13.12,0.0,2041.414,51.21742857142779,1174.3190466666667
2015-01-26,182.72,2015,1,26,0,0,0.0,301.742,2966.388,34.214285714284934,1081.5301133333332
2015-01-27,3573.252,2015,1,27,1,0,182.72,0.0,3732.2960000000003,544.6788571428564,1076.2286466666667
2015-01-28,4297.644,2015,1,28,2,0,3573.252,0.0,2072.096,1158.6279999999992,1150.41358
2015-01-29,0.0,2015,1,29,3,0,4297.644,0.0,2172.6510000000003,1158.6279999999992,1077.99188
2015-01-30,2161.6400000000003,2015,1,30,4,0,0.0,43.66,5253.2699999999995,1461.196571428571,974.9375466666667
2015-01-31,99.26,2015,1,31,5,1,2161.6400000000003,13.12,0.0,1473.5022857142849,978.2462133333333
2015-02-01,1932.096,2015,2,1,6,1,99.26,0.0,0.0,1749.5159999999994,1042.6494133333333
2015-02-02,0.0,2015,2,2,0,0,1932.096,182.72,1642.1743999999999,1723.4131428571422,987.9102666666666
2015-02-03,899.5699999999999,2015,2,3,1,0,0.0,3573.252,0.0,1341.4585714285708,1017.8959333333333
2015-02-04,299.22,2015,2,4,2,0,899.5699999999999,4297.644,450.94,770.2551428571421,1012.8385999999999
2015-02-05,167.232,2015,2,5,3,0,299.22,0.0,834.1980000000001,794.1454285714278,990.6064
2015-02-06,0.0,2015,2,6,4,0,167.232,2161.6400000000003,0.0,485.3397142857135,990.6064
2015-02-07,1631.902,2015,2,7,5,1,0.0,99.26,1011.696,704.2885714285705,1011.2799333333332
2015-02-08,1290.478,2015,2,8,6,1,1631.902,1932.096,2367.564,612.6288571428564,975.3770666666667
2015-02-09,0.0,2015,2,9,0,0,1290.478,0.0,1158.414,612.6288571428564,936.7632666666667
2015-02-10,1269.266,2015,2,10,1,0,0.0,899.5699999999999,3106.1059999999998,665.4425714285707,875.5352666666666
2015-02-11,5528.551,2015,2,11,2,0,1269.266,299.22,7130.594,1412.4898571428564,822.1338333333333
2015-02-12,0.0,2015,2,12,3,0,5528.551,167.232,622.278,1388.5995714285707,801.3912333333334
2015-02-13,0.0,2015,2,13,4,0,0.0,0.0,0.0,1388.5995714285707,801.3912333333334
2015-02-14,1079.962,2015,2,14,5,1,0.0,1631.902,0.0,1309.750999999999,837.3899666666667
2015-02-15,1602.38,2015,2,15,6,1,1079.962,1290.478,0.0,1354.3084285714278,890.8026333333333
2015-02-16,160.43,2015,2,16,0,0,1602.38,0.0,350.384,1377.2269999999992,884.4708333333334
2015-02-17,0.0,2015,2,17,1,0,160.43,1269.266,0.0,1195.903285714285,884.4708333333334
2015-02-18,105.844,2015,2,18,2,0,0.0,5528.551,301.742,421.23085714285634,877.9409
2015-02-19,0.0,2015,2,19,3,0,105.844,0.0,0.0,421.23085714285634,877.9409
2015-02-20,316.78000000000003,2015,2,20,4,0,0.0,0.0,0.0,466.4851428571421,888.5002333333334
2015-02-21,2591.1,2015,2,21,5,1,316.78000000000003,1079.962,0.0,682.3619999999992,974.8702333333333
2015-02-22,79.36,2015,2,22,6,1,2591.1,1602.38,43.66,464.78771428571355,976.0602333333334
2015-02-23,37.775999999999996,2015,2,23,0,0,79.36,160.43,13.12,447.2657142857135,976.8821000000002
2015-02-24,0.0,2015,2,24,1,0,37.775999999999996,0.0,0.0,447.2657142857135,976.8821000000002
2015-02-25,25.869999999999997,2015,2,25,2,0,0.0,105.844,182.72,435.84085714285635,971.6537666666667
2015-02-26,0.0,2015,2,26,3,0,25.869999999999997,0.0,3573.252,435.84085714285635,852.5453666666667
2015-02-27,1159.2710000000002,2015,2,27,4,0,0.0,316.78000000000003,4297.644,556.1967142857136,747.9329333333334
2015-02-28,551.264,2015,2,28,5,1,1159.2710000000002,2591.1,0.0,264.79157142857065,766.3084
2015-03-01,1768.2215999999999,2015,3,1,6,1,551.264,79.36,2161.6400000000003,506.0575142857136,753.1944533333334
2015-03-02,492.836,2015,3,2,0,0,1768.2215999999999,37.775999999999996,99.26,571.0660857142849,766.3136533333334
2015-03-03,0.0,2015,3,3,1,0,492.836,0.0,1932.096,571.0660857142849,701.9104533333334
2015-03-04,0.0,2015,3,4,2,0,0.0,25.869999999999997,0.0,567.3703714285706,701.9104533333334
2015-03-05,2198.76,2015,3,5,3,0,0.0,0.0,899.5699999999999,881.4789428571421,745.2167866666667
2015-03-06,0.0,2015,3,6,4,0,2198.76,1159.2710000000002,299.22,715.8687999999992,735.2427866666668
2015-03-07,823.982,2015,3,7,5,1,0.0,551.264,167.232,754.8285142857136,757.1344533333335
2015-03-08,0.0,2015,3,8,6,1,823.982,1768.2215999999999,0.0,502.2254285714278,757.1344533333335
2015-03-09,1874.898,2015,3,9,0,0,0.0,492.836,1631.902,699.6628571428564,765.23432
2015-03-10,275.218,2015,3,10,1,0,1874.898,0.0,1290.478,738.9797142857135,731.39232
2015-03-11,2800.846,2015,3,11,2,0,275.218,0.0,0.0,1139.1005714285707,824.7538533333334
2015-03-12,1972.645,2015,3,12,3,0,2800.846,2198.76,1269.266,1106.7984285714278,848.1998199999999
2015-03-13,1384.856,2015,3,13,4,0,1972.645,0.0,5528.551,1304.634999999999,710.0766533333334
2015-03-14,707.9000000000001,2015,3,14,5,1,1384.856,823.982,0.0,1288.0518571428563,733.67332
2015-03-15,16.776,2015,3,15,6,1,707.9000000000001,0.0,0.0,1290.4484285714277,734.23252
2015-03-16,7230.209999999999,2015,3,16,0,0,16.776,1874.898,1079.962,2055.492999999999,939.2407866666667
2015-03-17,48.84,2015,3,17,1,0,7230.209999999999,275.218,1602.38,2023.153285714285,887.45612
2015-03-18,0.0,2015,3,18,2,0,48.84,2800.846,160.43,1623.0324285714275,882.1084533333334
2015-03-19,5652.9396,2015,3,19,3,0,0.0,1972.645,0.0,2148.7887999999994,1070.5397733333332
2015-03-20,1548.194,2015,3,20,4,0,5652.9396,1384.856,105.844,2172.1227999999987,1118.6181066666666
2015-03-21,1270.3790000000001,2015,3,21,5,1,1548.194,707.9000000000001,0.0,2252.476942857142,1160.9640733333333
2015-03-22,2481.424,2015,3,22,6,1,1270.3790000000001,16.776,316.78000000000003,2604.5695142857135,1233.1188733333333
2015-03-23,633.302,2015,3,23,0,0,2481.424,7230.209999999999,2591.1,1662.154085714285,1167.8589399999998
2015-03-24,412.95,2015,3,24,1,0,633.302,48.84,79.36,1714.1697999999992,1178.9786066666668
2015-03-25,0.0,2015,3,25,2,0,412.95,0.0,37.775999999999996,1714.1697999999992,1177.7194066666668
2015-03-26,4623.37,2015,3,26,3,0,0.0,5652.9396,0.0,1567.0884285714278,1331.83174
2015-03-27,83.7,2015,3,27,4,0,4623.37,1548.194,25.869999999999997,1357.8749999999995,1333.7594066666668
2015-03-28,243.344,2015,3,28,5,1,83.7,1270.3790000000001,0.0,1211.1557142857134,1341.8708733333333
2015-03-29,1559.0800000000002,2015,3,29,6,1,243.344,2481.424,1159.2710000000002,1079.392285714285,1355.19784
2015-03-30,571.224,2015,3,30,0,0,1559.0800000000002,633.302,551.264,1070.5239999999992,1355.8631733333334
2015-03-31,200.716,2015,3,31,1,0,571.224,412.95,1768.2215999999999,1040.2048571428563,1303.6129866666668
2015-04-01,264.46000000000004,2015,4,1,2,0,200.716,0.0,492.836,1077.9848571428563,1296.0004533333336
2015-04-02,0.0,2015,4,2,3,0,264.46000000000004,4623.37,0.0,417.50342857142783,1296.0004533333336
2015-04-03,0.0,2015,4,3,4,0,0.0,83.7,0.0,405.54628571428503,1296.0004533333336
2015-04-04,1484.598,2015,4,4,5,1,0.0,243.344,2198.76,582.868285714285,1272.1950533333334
2015-04-05,1121.362,2015,4,5,6,1,1484.598,1559.0800000000002,0.0,520.3371428571421,1309.5737866666668
2015-04-06,1192.31,2015,4,6,0,0,1121.362,571.224,823.982,609.0637142857134,1321.8513866666665
2015-04-07,1138.288,2015,4,7,1,0,1192.31,200.716,0.0,743.0025714285706,1359.79432
2015-04-08,0.0,2015,4,8,2,0,1138.288,264.46000000000004,1874.898,705.2225714285706,1297.2977199999998
2015-04-09,1071.284,2015,4,9,3,0,0.0,0.0,275.218,858.2631428571422,1323.8332533333335
2015-04-10,505.58,2015,4,10,4,0,1071.284,0.0,2800.846,930.4888571428564,1247.3243866666667
2015-04-11,0.0,2015,4,11,5,1,505.58,1484.598,1972.645,718.4034285714279,1181.5695533333335
2015-04-12,5185.814,2015,4,12,6,1,0.0,1121.362,1384.856,1299.0394285714278,1308.2681533333334
2015-04-13,3192.6780000000003,2015,4,13,0,0,5185.814,1192.31,707.9000000000001,1584.8062857142852,1391.0940866666667
2015-04-14,35.208,2015,4,14,1,0,3192.6780000000003,1138.288,16.776,1427.2234285714278,1391.7084866666667
2015-04-15,0.0,2015,4,15,2,0,35.208,0.0,7230.209999999999,1427.2234285714278,1150.7014866666666
2015-04-16,4161.972,2015,4,16,3,0,0.0,1071.284,48.84,1868.7502857142852,1287.8058866666665
2015-04-17,2745.106,2015,4,17,4,0,4161.972,505.58,0.0,2188.682571428571,1379.30942
2015-04-18,2006.96,2015,4,18,5,1,2745.106,0.0,5652.9396,2475.3911428571423,1257.7767666666666
2015-04-19,329.96,2015,4,19,6,1,2006.96,5185.814,1548.194,1781.6977142857136,1217.1689666666668
2015-04-20,1194.726,2015,4,20,0,0,329.96,3192.6780000000003,1270.3790000000001,1496.2759999999992,1214.6471999999999
2015-04-21,893.0899999999999,2015,4,21,1,0,1194.726,35.208,2481.424,1618.8305714285707,1161.7027333333333
2015-04-22,152.916,2015,4,22,2,0,893.0899999999999,0.0,633.302,1640.6757142857136,1145.6898666666668
2015-04-23,0.0,2015,4,23,3,0,152.916,4161.972,412.95,1046.108285714285,1131.9248666666667
2015-04-24,25.99,2015,4,24,4,0,0.0,2745.106,0.0,657.663142857142,1132.7912
2015-04-25,920.946,2015,4,25,5,1,25.99,2006.96,4623.37,502.51828571428496,1009.3770666666667
2015-04-26,2090.1055,2015,4,26,6,1,920.946,329.96,83.7,753.9676428571421,1076.2572499999999
2015-04-27,2719.59,2015,4,27,0,0,2090.1055,1194.726,243.344,971.8053571428565,1158.7987833333334
2015-04-28,4044.3619999999996,2015,4,28,1,0,2719.59,893.0899999999999,1559.0800000000002,1421.9870714285705,1241.6415166666668
2015-04-29,7.968,2015,4,29,2,0,4044.3619999999996,152.916,571.224,1401.2802142857138,1222.8663166666665
2015-04-30,1571.695,2015,4,30,3,0,7.968,0.0,200.716,1625.8080714285709,1268.5656166666665
2015-05-01,295.272,2015,5,1,4,0,1571.695,25.99,264.46000000000004,1664.2769285714278,1269.5926833333333
2015-05-02,0.0,2015,5,2,5,1,295.272,920.946,0.0,1532.7132142857135,1269.5926833333333
2015-05-03,1969.267,2015,5,3,6,1,0.0,2090.1055,0.0,1515.4505714285704,1335.2349166666668
2015-05-04,2974.058,2015,5,4,0,0,1969.267,2719.59,1484.598,1551.803142857142,1384.8835833333333
2015-05-05,0.0,2015,5,5,1,0,2974.058,4044.3619999999996,1121.362,974.0371428571422,1347.50485
2015-05-06,1533.1979999999999,2015,5,6,2,0,0.0,7.968,1192.31,1191.9271428571421,1358.8677833333336
2015-05-07,121.646,2015,5,7,3,0,1533.1979999999999,1571.695,1138.288,984.7772857142851,1324.979716666667
2015-05-08,72.65,2015,5,8,4,0,121.646,295.272,0.0,952.974142857142,1327.4013833333333
2015-05-09,934.1030000000001,2015,5,9,5,1,72.65,0.0,1071.284,1086.4174285714278,1322.8286833333334
2015-05-10,851.092,2015,5,10,6,1,934.1030000000001,1969.267,505.58,926.6781428571421,1334.34575
2015-05-11,834.874,2015,5,11,0,0,851.092,2974.058,0.0,621.0804285714278,1362.1748833333334
2015-05-12,897.322,2015,5,12,1,0,834.874,0.0,5185.814,749.2692857142849,1219.22515
2015-05-13,238.384,2015,5,13,2,0,897.322,1533.1979999999999,3192.6780000000003,564.2958571428563,1120.7486833333335
2015-05-14,3141.1994999999997,2015,5,14,3,0,238.384,121.646,35.208,995.6606428571421,1224.2817333333335
2015-05-15,69.908,2015,5,15,4,0,3141.1994999999997,72.65,0.0,995.2689285714278,1226.612
2015-05-16,255.968,2015,5,16,5,1,69.908,934.1030000000001,4161.972,898.3924999999991,1096.4118666666666
2015-05-17,134.46800000000002,2015,5,17,6,1,255.968,851.092,2745.106,796.0176428571419,1009.3906
2015-05-18,10.86,2015,5,18,0,0,134.46800000000002,834.874,2006.96,678.3013571428563,942.8539333333333
2015-05-19,0.0,2015,5,19,1,0,10.86,897.322,329.96,550.1124999999992,931.8552666666667
2015-05-20,169.54399999999998,2015,5,20,2,0,0.0,238.384,1194.726,540.2782142857135,897.6825333333334
2015-05-21,72.332,2015,5,21,3,0,169.54399999999998,3141.1994999999997,893.0899999999999,101.86857142857063,870.3239333333333
2015-05-22,3862.0980000000004,2015,5,22,4,0,72.332,69.908,152.916,643.6099999999993,993.9633333333334
2015-05-23,1304.956,2015,5,23,5,1,3862.0980000000004,255.968,0.0,793.4654285714279,1037.4618666666668
2015-05-24,610.3069999999999,2015,5,24,6,1,1304.956,134.46800000000002,25.99,861.4424285714279,1056.9391
2015-05-25,1739.4180000000001,2015,5,25,0,0,610.3069999999999,10.86,920.946,1108.379285714285,1084.2215
2015-05-26,982.5640000000001,2015,5,26,1,0,1739.4180000000001,0.0,2090.1055,1248.7455714285709,1047.30345
2015-05-27,0.0,2015,5,27,2,0,982.5640000000001,169.54399999999998,2719.59,1224.5249999999994,956.65045
2015-05-28,794.146,2015,5,28,3,0,0.0,72.332,4044.3619999999996,1327.6412857142848,848.3099166666667
2015-05-29,1204.842,2015,5,29,4,0,794.146,3862.0980000000004,7.968,948.033285714285,888.2057166666667
2015-05-30,681.1,2015,5,30,5,1,1204.842,1304.956,1571.695,858.9109999999993,858.5192166666667
2015-05-31,5178.138,2015,5,31,6,1,681.1,610.3069999999999,295.272,1511.458285714285,1021.2814166666666
2015-06-01,31.538,2015,6,1,0,0,5178.138,1739.4180000000001,0.0,1267.475428571428,1022.3326833333333
2015-06-02,2432.544,2015,6,2,1,0,31.538,982.5640000000001,1969.267,1474.6154285714279,1037.77525
2015-06-03,1555.244,2015,6,3,2,0,2432.544,0.0,2974.058,1696.7931428571421,990.48145
2015-06-04,140.004,2015,6,4,3,0,1555.244,794.146,0.0,1603.344285714285,995.1482500000001
2015-06-05,0.0,2015,6,5,4,0,140.004,1204.842,1533.1979999999999,1431.2239999999995,944.04165
2015-06-06,0.0,2015,6,6,5,1,0.0,681.1,121.646,1333.9239999999993,939.9867833333334
2015-06-07,1379.812,2015,6,7,6,1,0.0,5178.138,72.65,791.3059999999992,983.5588499999999
2015-06-08,494.86920000000003,2015,6,8,0,0,1379.812,31.538,934.1030000000001,857.4961714285707,968.9177233333334
2015-06-09,1005.654,2015,6,9,1,0,494.86920000000003,2432.544,851.092,653.6547428571421,974.06979
2015-06-10,0.0,2015,6,10,2,0,1005.654,1555.244,834.874,431.47702857142787,946.2406566666667
2015-06-11,11.481,2015,6,11,3,0,0.0,140.004,897.322,413.1165999999992,916.7126233333333
2015-06-12,6061.502,2015,6,12,4,0,11.481,0.0,238.384,1279.0454571428563,1110.8165566666669
2015-06-13,1128.898,2015,6,13,5,1,6061.502,0.0,3141.1994999999997,1440.316599999999,1043.73984
2015-06-14,51.072,2015,6,14,6,1,1128.898,1379.812,69.908,1250.496599999999,1043.1119733333333
2015-06-15,734.144,2015,6,15,0,0,51.072,494.86920000000003,255.968,1284.6787142857136,1059.0511733333333
2015-06-16,3443.904,2015,6,16,1,0,734.144,1005.654,134.46800000000002,1633.000142857142,1169.3657066666667
2015-06-17,0.0,2015,6,17,2,0,3443.904,0.0,10.86,1633.000142857142,1169.0037066666666
2015-06-18,1883.087,2015,6,18,3,0,0.0,11.481,0.0,1900.3724285714277,1231.7732733333332
2015-06-19,446.346,2015,6,19,4,0,1883.087,6061.502,169.54399999999998,1098.2072857142848,1241.0000066666666
2015-06-20,829.544,2015,6,20,5,1,446.346,1128.898,72.332,1055.4424285714276,1266.2404066666668
2015-06-21,107.976,2015,6,21,6,1,829.544,51.072,3862.0980000000004,1063.5715714285705,1141.1030066666667
2015-06-22,2018.953,2015,6,22,0,0,107.976,734.144,1304.956,1247.1157142857135,1164.9029066666667
2015-06-23,836.9580000000001,2015,6,23,1,0,2018.953,3443.904,610.3069999999999,874.6948571428563,1172.45794
2015-06-24,0.0,2015,6,24,2,0,836.9580000000001,0.0,1739.4180000000001,874.6948571428563,1114.4773400000001
2015-06-25,857.08,2015,6,25,3,0,0.0,1883.087,982.5640000000001,728.1224285714278,1110.2945399999999
2015-06-26,1592.1960000000001,2015,6,26,4,0,857.08,446.346,0.0,891.8152857142849,1163.3677400000001
2015-06-27,0.0,2015,6,27,5,1,1592.1960000000001,829.544,794.146,773.3089999999992,1136.8962066666668
